symbol,date,finra_off_exchange_volume,estimated_dark_buy_volume,estimated_dark_sell_volume,applied_lit_buy_ratio,inference_version
NVDA,2025-12-12,46907,29242.194320538558,17664.805679461442,0.6234078990457407,OptionB_v1
AVGO,2025-12-12,592,307.700720142497,284.299279857503,0.5197647299704341,OptionB_v1
AMZN,2025-12-12,1565,867.3219758610048,697.6780241389952,0.5541993455980861,OptionB_v1
NVDA,2025-12-12,125960,78524.4589638015,47435.541036198505,0.6234078990457407,OptionB_v1
AVGO,2025-12-12,118909,61804.70427605435,57104.29572394565,0.5197647299704341,OptionB_v1
GOOGL,2025-12-12,1525663,972551.8405899975,553111.1594100025,0.6374617727440447,OptionB_v1
AAPL,2025-12-12,397021,289173.8840919703,107847.11590802971,0.7283591651120981,OptionB_v1
AAPL,2025-12-12,111800,81430.55465953257,30369.445340467435,0.7283591651120981,OptionB_v1
META,2025-12-12,115378,65783.22470670917,49594.77529329083,0.5701539696190709,OptionB_v1
