date,symbol,estimated_bought,estimated_sold,buy_ratio,total_off_exchange_volume,finra_period_type
2025-12-08,NVDA,27385.014994636225,19521.985005363775,0.5838151021091996,46907,weekly
2025-12-08,AVGO,210.12526378711885,381.87473621288115,0.3549413239647278,592,weekly
2025-12-08,AMZN,713.5073397637751,851.4926602362249,0.45591523307589465,1565,weekly
2025-12-08,NVDA,73537.35026167479,52422.64973832521,0.5838151021091996,125960,weekly
2025-12-08,AVGO,42205.717891321816,76703.28210867819,0.3549413239647278,118909,weekly
2025-12-08,GOOGL,708899.9751321232,816763.0248678768,0.4646504340290898,1525663,weekly
2025-12-08,AAPL,225681.82209712386,171339.17790287614,0.5684379972271589,397021,weekly
2025-12-08,AAPL,63551.368089996366,48248.631910003634,0.5684379972271589,111800,weekly
2025-12-08,META,66425.72396458827,48952.276035411734,0.5757226157897369,115378,weekly
