symbol,date,finra_off_exchange_volume,estimated_dark_buy_volume,estimated_dark_sell_volume,applied_lit_buy_ratio,inference_version
A,2025-12-16,19743,9558.844953505712,10184.15504649429,0.4841637518870339,OptionB_v1
A,2025-12-16,141616,68565.3338872342,73050.66611276582,0.4841637518870339,OptionB_v1
A,2025-12-16,285096,138033.14900798583,147062.8509920142,0.4841637518870339,OptionB_v1
A,2025-12-16,8659,4192.373927589827,4466.626072410174,0.4841637518870339,OptionB_v1
A,2025-12-16,109028,52787.405540739535,56240.59445926047,0.4841637518870339,OptionB_v1
A,2025-12-16,140402,67977.55909244333,72424.44090755667,0.4841637518870339,OptionB_v1
