date,symbol,estimated_bought,estimated_sold,buy_ratio,total_off_exchange_volume,finra_period_type
2025-12-11,NVDA,27209.85606375406,19697.14393624594,0.5800809274469495,46907,weekly
2025-12-11,AVGO,262.4550650006964,329.54493499930356,0.44333625844712227,592,weekly
2025-12-11,AMZN,773.9919218735439,791.0080781264561,0.49456352835370215,1565,weekly
2025-12-11,NVDA,73066.99362121776,52893.006378782244,0.5800809274469495,125960,weekly
2025-12-11,AVGO,52716.67115568886,66192.32884431114,0.44333625844712227,118909,weekly
2025-12-11,GOOGL,869976.745105454,655686.254894546,0.5702286449271261,1525663,weekly
2025-12-11,AAPL,231624.0363778132,165396.9636221868,0.5834049996796472,397021,weekly
2025-12-11,AAPL,65224.67896418456,46575.32103581544,0.5834049996796472,111800,weekly
2025-12-11,META,62426.32325596486,52951.67674403514,0.5410591556099504,115378,weekly
